Article ID,Label,Pattern,Publish Date,Article URL
3118,ORG,Rhodium Group’s,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Environmental Defense Fund,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,GHG,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,GHG,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,US Agriculture Emissions,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,PER,Nancy Pfund,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,DBL Partners,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,GHG,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Greeneye Technology,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,GHG,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,PwC’s State of Climate Tech Report,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,GHG,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,PER,Chart 2: Share,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Climatetech Venture Investment,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Pfund,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Bezos Earth Fund Report,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Climate-Smart Agriculture,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,the Department of Agriculture,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Pfund,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,American Council for an Energy-Efficient Economy,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,GHG,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,PER,Velani,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,the Co-Founder,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Streetlife Ventures,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,PER,Bill Peduto,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,General Assembly,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,New York University’s Marron Institute of Urban Management,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,PER,Velani,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,East Side Access,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,PER,Velani,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Velani,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,tandem,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,PER,Velani,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,McKinsey & Company,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,LinkedIn,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,EV,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,EV,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,PER,Kamal Kapadia,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Terra.do,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,EV,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,IRA,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,BIL,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,IMF,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
3118,ORG,Proximity of Green,2023-08-21 08:30:00,https://www.forbes.com/sites/ankitmishra/2023/08/21/3-key-measures-to-advance-2030-climate-change-goals-in-the-united-states/
23645,PER,Mother Jones,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Joe Biden,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,Biden,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Biden,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Tom Vilsack,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,the Department of Agriculture,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Barack Obama,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Biden,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,George W. Bush,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Bush,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Barack Obama,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Donald Trump,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,American Coalition for Ethanol,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Mark Jacobson,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,Stanford,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Jacobson,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Bush,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,the Department of Energy,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,EV,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Driver,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,the Intergovernmental Panel on Climate Change,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Jason Hill,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,the University of Minnesota’s Department of Bioproducts,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,Biosystems Engineering,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,Hill,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,Hill,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,PER,David Swenson,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,Iowa State University’s Department of Economics,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,Swenson,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
23645,ORG,the Energy Department,2021-02-24 11:15:24,https://grist.org/energy/joe-biden-ethanol-biofuels/
33523,PER,Gavin Newsom,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,Legislature,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,Newsom,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,Legislature,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,The California Energy Commission,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,Division of Petroleum Market Oversight,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,the California Energy Commission,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,The state Assembly,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,The Division of Petroleum Market Oversight,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,PER,Siva Gunda,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,The California Energy Commission,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,the Petroleum Industry Information Reporting Act,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,California Gas Price Gouging and Transparency Law,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,PER,Susan Grissom,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,American Fuel & Petrochemical Manufacturers,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,PER,Newsom,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,PER,Lauren Sanchez,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,PER,Severin Borenstein,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,UC Berkeley,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,the Energy Institute at Haas,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,PER,Borenstein,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,PER,Katie Hobbs,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,PER,Joe Lombardo,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,Newsom,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,the Arizona Petroleum Marketers Assn,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,the U.S. Strategic Petroleum Reserve,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,the Northeast Gasoline Supply Reserve,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
33523,ORG,Hurricane Sandy,2024-09-19 10:00:08,https://www.latimes.com/environment/story/2024-09-19/will-newsom-gas-plan-really-prevent-pricespikes
34725,PER,Kamala Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Alex Thompson,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Ben Geman,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,the Zero-Emission Vehicles Act,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Joe Biden,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,the Environmental Protection Agency,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,EPA,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,EV,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Pete Ricketts,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,EV,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,the Biden-Harris EPA,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,American Fuel & Petrochemical Manufacturers,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Harris,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,Pew Research Center,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,Ford,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,PER,Jim Farley,2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
34725,ORG,Hopefully Harris',2024-09-04 19:15:41,https://reason.com/2024/09/04/kamala-harris-is-right-to-back-away-from-an-electric-vehicle-mandate/
36507,PER,Kamala Harris,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Joe Biden,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,EV,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Harris,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Harris,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,Biden,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Harris,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Harris,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,EV,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,Trump,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,Biden,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,EV,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Kamala Harris',2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,EV,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,the Green New Scam,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Trump,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Karoline Leavitt,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,ORG,the Washington Free Beacon,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Trump,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Leavitt,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
36507,PER,Trump,2024-07-24 15:00:53,https://freebeacon.com/democrats/inside-kamala-harriss-plan-to-make-bidens-unpopular-ev-mandate-even-more-aggressive/
